"customer","RECENCY","frequency","monetary","R_SCORE","F_SCORE","M_SCORE","SEGMENT"
"13901","34","5","2867.2","2","4","5","OTHER CUSTOMER"
"13904","-1","2","332.64","3","2","2","AVERAGE CUSTOMER"
"13908","41","5","2347.05","2","4","5","OTHER CUSTOMER"
"13911","19","9","2580.91","3","5","5","OTHER CUSTOMER"
"13914","-35","3","613.95","5","3","3","OTHER CUSTOMER"
"13917","11","2","272.04","3","2","2","AVERAGE CUSTOMER"
"13918","11","2","1212.84","3","3","4","OTHER CUSTOMER"
"13919","15","3","350.15999999999997","3","3","2","AVERAGE CUSTOMER"
"13922","313","1","172.25","1","1","1","OTHER CUSTOMER"
"13923","15","1","351.13","3","2","2","AVERAGE CUSTOMER"
"13924","-37","11","1682.08","5","5","4","GOOD CUSTOMER"
"13925","-2","6","616.65","3","4","3","OTHER CUSTOMER"
"13926","-15","1","223.85","4","1","1","OTHER CUSTOMER"
"13927","36","1","348.99","2","2","2","AVERAGE CUSTOMER"
"13928","-28","4","464.57","5","4","3","OTHER CUSTOMER"
"13929","131","3","802.85","2","3","3","AVERAGE CUSTOMER"
"13930","19","2","337.34","3","2","2","AVERAGE CUSTOMER"
"13931","47","3","1230.93","2","3","4","OTHER CUSTOMER"
"13932","256","1","307.4","1","1","2","OTHER CUSTOMER"
"13933","71","2","608.79","2","3","3","AVERAGE CUSTOMER"
"13934","225","1","922.1","1","2","4","OTHER CUSTOMER"
"13936","133","2","361.28000000000003","2","2","2","AVERAGE CUSTOMER"
"13937","131","1","158.85","2","1","1","OTHER CUSTOMER"
"13938","-3","1","71.66","3","1","1","OTHER CUSTOMER"
"13939","-15","4","556.75","4","4","3","OTHER CUSTOMER"
"13940","-21","4","839.14","4","4","3","OTHER CUSTOMER"
"13941","-17","7","4912.41","4","5","5","GOOD CUSTOMER"
"13946","41","3","561.57","2","3","3","AVERAGE CUSTOMER"
"13947","27","1","90.6","3","1","1","OTHER CUSTOMER"
"13948","322","1","102","1","1","1","OTHER CUSTOMER"
"13949","-36","6","2427.32","5","4","5","GOOD CUSTOMER"
"13950","-27","5","728.5600000000001","5","4","3","OTHER CUSTOMER"
"13951","138","3","674.45","2","3","3","AVERAGE CUSTOMER"
"13952","173","3","3246.091","1","3","5","OTHER CUSTOMER"
"13953","-31","7","3515.68","5","5","5","GOOD CUSTOMER"
"13954","-37","3","378.59","5","3","2","OTHER CUSTOMER"
"13955","116","2","322.96","2","2","2","AVERAGE CUSTOMER"
"13956","-33","5","1019.27","5","4","4","GOOD CUSTOMER"
"13958","334","1","-102.45","1","1","1","OTHER CUSTOMER"
"13959","41","3","594.04","2","3","3","AVERAGE CUSTOMER"
"13960","-17","2","230.22","4","2","1","OTHER CUSTOMER"
"13962","-17","2","169.54999999999998","4","2","1","OTHER CUSTOMER"
"13963","270","4","664.54","1","4","3","OTHER CUSTOMER"
"13967","107","1","80.7","2","1","1","OTHER CUSTOMER"
"13969","-31","20","8956.92","5","5","5","GOOD CUSTOMER"
"13971","-30","11","2702.22","5","5","5","GOOD CUSTOMER"
"13972","32","2","190.25","3","2","1","OTHER CUSTOMER"
"13973","249","1","264.7","1","1","2","OTHER CUSTOMER"
"13974","11","1","413.59","3","2","2","AVERAGE CUSTOMER"
"13975","-7","7","2438.19","4","5","5","GOOD CUSTOMER"
"13976","168","1","357.98","1","2","2","OTHER CUSTOMER"
"13978","-24","2","196.79","4","2","1","OTHER CUSTOMER"
"13979","35","1","869.87","2","2","3","AVERAGE CUSTOMER"
"13980","22","1","200.14","3","1","1","OTHER CUSTOMER"
"13982","1","5","1861.11","3","4","4","OTHER CUSTOMER"
"13983","-9","13","2590.46","4","5","5","GOOD CUSTOMER"
"13984","-12","6","488.03","4","4","3","OTHER CUSTOMER"
"13985","-34","16","7024.53","5","5","5","GOOD CUSTOMER"
"13986","-21","1","320.46","4","1","2","OTHER CUSTOMER"
"13988","-19","9","4098.8","4","5","5","GOOD CUSTOMER"
"13989","27","2","1266.08","3","3","4","OTHER CUSTOMER"
"13990","175","1","311.3","1","1","2","OTHER CUSTOMER"
"13991","-26","7","847.54","4","4","3","OTHER CUSTOMER"
"13992","-8","1","76.8","4","1","1","OTHER CUSTOMER"
"13993","-6","12","3409.66","3","5","5","OTHER CUSTOMER"
"13994","-35","6","2274.14","5","4","5","GOOD CUSTOMER"
"13995","-23","6","1383.49","4","4","4","GOOD CUSTOMER"
"13999","-28","15","3865.26","5","5","5","GOOD CUSTOMER"
"14000","168","2","633.71","1","3","3","OTHER CUSTOMER"
"14001","7","4","2030.33","3","4","5","OTHER CUSTOMER"
"14002","96","2","529.73","2","3","3","AVERAGE CUSTOMER"
"14004","5","7","4582.64","3","5","5","OTHER CUSTOMER"
"14005","-29","5","2874.72","5","4","5","GOOD CUSTOMER"
"14006","77","3","962.1899999999999","2","3","4","OTHER CUSTOMER"
"14009","160","3","685.93","1","3","3","OTHER CUSTOMER"
"14012","239","1","328.8","1","1","2","OTHER CUSTOMER"
"14013","72","3","473.02","2","3","3","AVERAGE CUSTOMER"
"14014","39","1","505.18","2","2","3","AVERAGE CUSTOMER"
"14015","14","1","917.34","3","2","4","OTHER CUSTOMER"
"14016","116","5","4328.46","2","4","5","OTHER CUSTOMER"
"14019","8","4","1398.96","3","4","4","OTHER CUSTOMER"
"14020","-22","2","642.8","4","3","3","OTHER CUSTOMER"
"14021","117","3","631.9","2","3","3","AVERAGE CUSTOMER"
"14022","187","1","440","1","2","2","OTHER CUSTOMER"
"14023","-31","2","584.0699999999999","5","3","3","OTHER CUSTOMER"
"14024","83","2","327.7","2","2","2","AVERAGE CUSTOMER"
"14027","22","1","104.82","3","1","1","OTHER CUSTOMER"
"14029","25","2","467.66","3","3","3","AVERAGE CUSTOMER"
"14030","-20","8","2358.84","4","5","5","GOOD CUSTOMER"
"14031","-31","23","14634.64","5","5","5","GOOD CUSTOMER"
"14032","-36","18","2929.84","5","5","5","GOOD CUSTOMER"
"14034","-16","4","509.09","4","4","3","OTHER CUSTOMER"
"14035","-10","5","1428.02","4","4","4","GOOD CUSTOMER"
"14036","246","1","626.65","1","2","3","OTHER CUSTOMER"
"14037","138","2","147.2","2","2","1","OTHER CUSTOMER"
"14038","40","4","1554.48","2","4","4","OTHER CUSTOMER"
"14039","-5","1","152.2","3","1","1","OTHER CUSTOMER"
"14040","2","15","3487.59","3","5","5","OTHER CUSTOMER"
"14041","228","1","141.41","1","1","1","OTHER CUSTOMER"
"14044","-12","4","646.42","4","4","3","OTHER CUSTOMER"
"14045","71","4","1659.75","2","4","4","OTHER CUSTOMER"
"14046","246","1","154.99","1","1","1","OTHER CUSTOMER"
"14047","-30","7","1290.01","5","5","4","GOOD CUSTOMER"
"14048","239","2","375.13","1","2","2","OTHER CUSTOMER"
"14049","-22","6","5536.15","4","4","5","GOOD CUSTOMER"
"14050","-7","2","746.36","4","3","3","OTHER CUSTOMER"
"14051","-38","26","15477.34","5","5","5","GOOD CUSTOMER"
"14052","-19","1","225.36","4","1","1","OTHER CUSTOMER"
"14053","86","2","260.25","2","2","2","AVERAGE CUSTOMER"
"14054","27","1","92.46000000000001","3","1","1","OTHER CUSTOMER"
"14055","68","1","725.64","2","2","3","AVERAGE CUSTOMER"
"14056","-37","29","8062.46","5","5","5","GOOD CUSTOMER"
"14057","-15","18","6141.099999999999","4","5","5","GOOD CUSTOMER"
"14059","228","1","183.6","1","1","1","OTHER CUSTOMER"
"14060","-34","20","6135.38","5","5","5","GOOD CUSTOMER"
"14062","-29","12","10464.85","5","5","5","GOOD CUSTOMER"
"14064","-9","7","1168.92","4","5","4","GOOD CUSTOMER"
"14066","228","1","152.55","1","1","1","OTHER CUSTOMER"
"14067","25","2","374.7","3","2","2","AVERAGE CUSTOMER"
"14068","282","1","265.85","1","1","2","OTHER CUSTOMER"
"14071","-35","9","1306.16","5","5","4","GOOD CUSTOMER"
"14073","-17","2","139.54","4","2","1","OTHER CUSTOMER"
"14075","-34","3","942.26","5","3","4","OTHER CUSTOMER"
"14076","91","1","118.67","2","1","1","OTHER CUSTOMER"
"14077","2","5","499.42","3","4","3","OTHER CUSTOMER"
"14078","63","6","1049.3700000000001","2","4","4","OTHER CUSTOMER"
"14079","86","1","375.1","2","2","2","AVERAGE CUSTOMER"
"14080","-6","1","45.599999999999994","3","1","1","OTHER CUSTOMER"
"14081","229","4","891.77","1","4","3","OTHER CUSTOMER"
"14082","326","1","182.25","1","1","1","OTHER CUSTOMER"
"14083","-34","9","1002.9","5","5","4","GOOD CUSTOMER"
"14085","-36","19","4408.54","5","5","5","GOOD CUSTOMER"
"14087","-36","2","178.72","5","2","1","OTHER CUSTOMER"
"14088","-28","14","50415.49","5","5","5","GOOD CUSTOMER"
"14089","18","1","158.75","3","1","1","OTHER CUSTOMER"
"14090","286","1","76.32","1","1","1","OTHER CUSTOMER"
"14092","-31","17","4063.1","5","5","5","GOOD CUSTOMER"
"14093","-26","1","433.86","4","2","2","OTHER CUSTOMER"
"14096","-34","34","57120.909999999996","5","5","5","GOOD CUSTOMER"
"14098","-2","1","147.35","3","1","1","OTHER CUSTOMER"
"14099","-22","12","3092.97","4","5","5","GOOD CUSTOMER"
"14100","99","1","191.95","2","1","1","OTHER CUSTOMER"
"14101","35","6","5976.79","2","4","5","OTHER CUSTOMER"
"14102","-33","8","1060.33","5","5","4","GOOD CUSTOMER"
"14104","116","2","216.21","2","2","1","OTHER CUSTOMER"
"14105","47","2","1260.33","2","3","4","OTHER CUSTOMER"
"14107","13","8","2688.48","3","5","5","OTHER CUSTOMER"
"14108","-8","3","594.16","4","3","3","OTHER CUSTOMER"
"14109","-15","2","80.2","4","2","1","OTHER CUSTOMER"
"14110","-35","13","5669.65","5","5","5","GOOD CUSTOMER"
"14111","-24","5","688.6","4","4","3","OTHER CUSTOMER"
"14112","-16","12","2774.17","4","5","5","GOOD CUSTOMER"
"14113","-35","8","1377.92","5","5","4","GOOD CUSTOMER"
"14114","235","2","386.53","1","2","2","OTHER CUSTOMER"
"14116","-19","5","1382.74","4","4","4","GOOD CUSTOMER"
"14117","105","1","90","2","1","1","OTHER CUSTOMER"
"14119","316","1","-19.9","1","1","1","OTHER CUSTOMER"
"14121","-35","6","2740.3","5","4","5","GOOD CUSTOMER"
"14124","46","1","419.58","2","2","2","AVERAGE CUSTOMER"
"14125","-28","3","2720.63","5","3","5","OTHER CUSTOMER"
"14126","-31","4","643.63","5","4","3","OTHER CUSTOMER"
"14127","84","3","709.71","2","3","3","AVERAGE CUSTOMER"
"14128","22","2","637.5","3","3","3","AVERAGE CUSTOMER"
"14129","-37","5","1123.86","5","4","4","GOOD CUSTOMER"
"14130","281","1","480.91","1","2","3","OTHER CUSTOMER"
"14132","-36","12","3580.13","5","5","5","GOOD CUSTOMER"
"14133","91","5","590.34","2","4","3","OTHER CUSTOMER"
"14135","-37","15","4690.31","5","5","5","GOOD CUSTOMER"
"14138","-37","2","965.88","5","3","4","OTHER CUSTOMER"
"14139","8","1","415.82","3","2","2","AVERAGE CUSTOMER"
"14140","-35","3","920.05","5","3","4","OTHER CUSTOMER"
"14141","-36","6","879.03","5","4","3","OTHER CUSTOMER"
"14142","335","1","311.81","1","1","2","OTHER CUSTOMER"
"14143","95","1","115.8","2","1","1","OTHER CUSTOMER"
"14145","8","5","3148.2","3","4","5","OTHER CUSTOMER"
"14146","-30","6","2949.57","5","4","5","GOOD CUSTOMER"
"14147","11","3","468.4","3","3","3","AVERAGE CUSTOMER"
"14148","195","1","157.2","1","1","1","OTHER CUSTOMER"
"14149","174","3","259.43","1","3","2","OTHER CUSTOMER"
"14150","-3","2","658.64","3","3","3","AVERAGE CUSTOMER"
"14152","37","3","611.09","2","3","3","AVERAGE CUSTOMER"
"14154","201","2","1345.62","1","3","4","OTHER CUSTOMER"
"14155","228","1","118.75","1","1","1","OTHER CUSTOMER"
"14156","-29","66","113214.59","5","5","5","GOOD CUSTOMER"
"14157","-19","3","392.44","4","3","2","OTHER CUSTOMER"
"14158","2","1","507.65999999999997","3","2","3","AVERAGE CUSTOMER"
"14159","-19","14","4615.64","4","5","5","GOOD CUSTOMER"
"14161","177","3","1097.62","1","3","4","OTHER CUSTOMER"
"14162","135","2","289.36","2","2","2","AVERAGE CUSTOMER"
"14163","49","4","2445.91","2","4","5","OTHER CUSTOMER"
"14164","32","2","1631.77","3","3","4","OTHER CUSTOMER"
"14165","237","1","120.44","1","1","1","OTHER CUSTOMER"
"14167","1","4","562.59","3","4","3","OTHER CUSTOMER"
"14171","60","1","363.79","2","2","2","AVERAGE CUSTOMER"
"14173","-28","4","450.84","5","4","2","OTHER CUSTOMER"
"14174","-5","1","134.46","3","1","1","OTHER CUSTOMER"
"14175","13","7","3108.06","3","5","5","OTHER CUSTOMER"
"14176","259","5","574","1","4","3","OTHER CUSTOMER"
"14177","46","5","544.51","2","4","3","OTHER CUSTOMER"
"14178","-30","7","1600.26","5","5","4","GOOD CUSTOMER"
"14179","2","2","701.57","3","3","3","AVERAGE CUSTOMER"
"14180","-28","31","4640.77","5","5","5","GOOD CUSTOMER"
"14184","28","1","452.89","3","2","2","AVERAGE CUSTOMER"
"14185","293","1","197.65","1","1","1","OTHER CUSTOMER"
"14188","-30","10","2018.91","5","5","5","GOOD CUSTOMER"
"14189","-36","24","4604.31","5","5","5","GOOD CUSTOMER"
"14191","-37","14","4660.01","5","5","5","GOOD CUSTOMER"
"14193","29","2","853.39","3","3","3","AVERAGE CUSTOMER"
"14194","-34","32","11216.75","5","5","5","GOOD CUSTOMER"
"14195","163","3","962.7","1","3","4","OTHER CUSTOMER"
"14196","68","1","335.52","2","2","2","AVERAGE CUSTOMER"
"14198","-34","7","663.5","5","4","3","OTHER CUSTOMER"
"14199","180","1","185.39999999999998","1","1","1","OTHER CUSTOMER"
"14201","22","9","688.04","3","5","3","OTHER CUSTOMER"
"14204","-36","1","150.61","5","1","1","OTHER CUSTOMER"
"14205","-28","4","218.78","5","4","1","OTHER CUSTOMER"
"14206","201","2","308.26","1","2","2","OTHER CUSTOMER"
"14208","56","1","151.74","2","1","1","OTHER CUSTOMER"
"14209","-28","7","2067.13","5","5","5","GOOD CUSTOMER"
"14210","53","7","1900.8899999999999","2","5","4","OTHER CUSTOMER"
"14211","15","13","2208.3","3","5","5","OTHER CUSTOMER"
"14212","51","1","1070.48","2","2","4","OTHER CUSTOMER"
"14213","333","1","-1192.2","1","1","1","OTHER CUSTOMER"
"14214","-8","7","1000.23","4","5","4","GOOD CUSTOMER"
"14215","-27","7","1777.92","5","5","4","GOOD CUSTOMER"
"14216","-35","4","1839.3","5","4","4","GOOD CUSTOMER"
"14217","-37","24","1925.3600000000001","5","5","4","GOOD CUSTOMER"
"14218","4","1","169.48","3","1","1","OTHER CUSTOMER"
"14219","-34","1","89.94","5","1","1","OTHER CUSTOMER"
"14220","209","2","632.4","1","3","3","OTHER CUSTOMER"
"14221","4","10","3427.85","3","5","5","OTHER CUSTOMER"
"14222","139","1","683.17","2","2","3","AVERAGE CUSTOMER"
"14223","54","4","975.23","2","4","4","OTHER CUSTOMER"
"14224","72","4","1009.73","2","4","4","OTHER CUSTOMER"
"14226","-10","7","2184.24","4","5","5","GOOD CUSTOMER"
"14227","-12","15","3315.71","4","5","5","GOOD CUSTOMER"
"14229","13","5","1450.6","3","4","4","OTHER CUSTOMER"
"14231","141","5","822.06","1","4","3","OTHER CUSTOMER"
"14232","-7","8","2043.93","4","5","5","GOOD CUSTOMER"
"14233","5","5","1447.51","3","4","4","OTHER CUSTOMER"
"14234","-16","4","754.12","4","4","3","OTHER CUSTOMER"
"14235","-28","6","3093.86","5","4","5","GOOD CUSTOMER"
"14236","42","2","490.86","2","3","3","AVERAGE CUSTOMER"
"14237","335","1","161","1","1","1","OTHER CUSTOMER"
"14238","288","1","146.85","1","1","1","OTHER CUSTOMER"
"14239","5","13","2323.5","3","5","5","OTHER CUSTOMER"
"14240","-8","2","890.34","4","3","3","OTHER CUSTOMER"
"14241","145","1","213.7","1","1","1","OTHER CUSTOMER"
"14242","196","2","280.55","1","2","2","OTHER CUSTOMER"
"14243","-30","14","2535.88","5","5","5","GOOD CUSTOMER"
"14245","138","5","1677.48","2","4","4","OTHER CUSTOMER"
"14246","72","3","1474.06","2","3","4","OTHER CUSTOMER"
"14247","240","1","136.77","1","1","1","OTHER CUSTOMER"
"14248","280","1","302.58","1","1","2","OTHER CUSTOMER"
"14250","-31","3","1904.05","5","3","4","OTHER CUSTOMER"
"14251","-37","5","2879.7","5","4","5","GOOD CUSTOMER"
"14256","216","3","935.06","1","3","4","OTHER CUSTOMER"
"14257","13","6","3087.27","3","4","5","OTHER CUSTOMER"
"14258","-29","10","12650.08","5","5","5","GOOD CUSTOMER"
"14259","103","1","120","2","1","1","OTHER CUSTOMER"
"14261","12","2","1163.45","3","3","4","OTHER CUSTOMER"
"14262","-30","8","2618.23","5","5","5","GOOD CUSTOMER"
"14264","116","3","319.47","2","3","2","AVERAGE CUSTOMER"
"14265","71","2","530.18","2","3","3","AVERAGE CUSTOMER"
"14267","112","7","1279.09","2","5","4","OTHER CUSTOMER"
"14270","293","1","492.65","1","2","3","OTHER CUSTOMER"
"14271","187","1","112.32","1","1","1","OTHER CUSTOMER"
"14272","35","2","437.96","2","2","2","AVERAGE CUSTOMER"
"14273","13","4","559.97","3","4","3","OTHER CUSTOMER"
"14276","50","5","1019.39","2","4","4","OTHER CUSTOMER"
"14277","-23","4","3928.8","4","4","5","GOOD CUSTOMER"
"14280","158","1","134.04","1","1","1","OTHER CUSTOMER"
"14282","-35","15","3701.44","5","5","5","GOOD CUSTOMER"
"14284","-8","3","578.45","4","3","3","OTHER CUSTOMER"
"14285","-17","4","1910.01","4","4","4","GOOD CUSTOMER"
"14286","-15","5","4595.81","4","4","5","GOOD CUSTOMER"
"14287","-30","4","151.23","5","4","1","OTHER CUSTOMER"
"14288","174","2","413.84999999999997","1","2","2","OTHER CUSTOMER"
"14289","-30","6","911.26","5","4","4","GOOD CUSTOMER"
"14290","-27","6","2307.45","5","4","5","GOOD CUSTOMER"
"14291","-37","12","3873.3","5","5","5","GOOD CUSTOMER"
"14292","-31","14","4819.33","5","5","5","GOOD CUSTOMER"
"14293","-35","4","1046.56","5","4","4","GOOD CUSTOMER"
"14295","2","2","154.7","3","2","1","OTHER CUSTOMER"
"14297","-21","6","1284.06","4","4","4","GOOD CUSTOMER"
"14298","-35","45","50862.44","5","5","5","GOOD CUSTOMER"
"14299","-30","18","2855.35","5","5","5","GOOD CUSTOMER"
"14300","-20","1","43.2","4","1","1","OTHER CUSTOMER"
"14301","69","2","632.04","2","3","3","AVERAGE CUSTOMER"
"14304","184","2","197.1","1","2","1","OTHER CUSTOMER"
"14305","33","5","1803.76","2","4","4","OTHER CUSTOMER"
"14306","13","3","2083.42","3","3","5","OTHER CUSTOMER"
"14307","50","6","2995.72","2","4","5","OTHER CUSTOMER"
"14309","-30","10","2319.68","5","5","5","GOOD CUSTOMER"
"14311","187","2","229.71","1","2","1","OTHER CUSTOMER"
"14312","8","6","1611.59","3","4","4","OTHER CUSTOMER"
"14314","68","1","120","2","1","1","OTHER CUSTOMER"
"14315","-17","7","2456.98","4","5","5","GOOD CUSTOMER"
"14317","26","1","508.58","3","2","3","AVERAGE CUSTOMER"
"14320","168","3","343.11","1","3","2","OTHER CUSTOMER"
"14321","-28","5","1530.75","5","4","4","GOOD CUSTOMER"
"14323","76","4","574.26","2","4","3","OTHER CUSTOMER"
"14326","196","2","166.85","1","2","1","OTHER CUSTOMER"
"14327","125","1","311.65","2","1","2","OTHER CUSTOMER"
"14329","-30","14","4889.14","5","5","5","GOOD CUSTOMER"
"14331","86","2","462.65999999999997","2","3","2","AVERAGE CUSTOMER"
"14332","-16","3","840.21","4","3","3","OTHER CUSTOMER"
"14333","26","2","351.45","3","2","2","AVERAGE CUSTOMER"
"14334","-22","9","2539.46","4","5","5","GOOD CUSTOMER"
"14335","-22","2","454.86","4","2","2","OTHER CUSTOMER"
"14336","-22","4","1614.91","4","4","4","GOOD CUSTOMER"
"14338","120","4","554.22","2","4","3","OTHER CUSTOMER"
"14339","196","4","289.91","1","4","2","OTHER CUSTOMER"
"14340","180","1","134.7","1","1","1","OTHER CUSTOMER"
"14341","7","9","2151.08","3","5","5","OTHER CUSTOMER"
"14342","-17","6","607.71","4","4","3","OTHER CUSTOMER"
"14344","89","8","889.93","2","5","3","OTHER CUSTOMER"
"14345","0","1","108.98","3","1","1","OTHER CUSTOMER"
"14346","82","2","1021.58","2","3","4","OTHER CUSTOMER"
"14348","222","1","409.57","1","2","2","OTHER CUSTOMER"
"14349","-28","1","133.5","5","1","1","OTHER CUSTOMER"
"14350","232","2","258.7","1","2","2","OTHER CUSTOMER"
"14351","126","1","51","2","1","1","OTHER CUSTOMER"
"14352","119","4","1078.96","2","4","4","OTHER CUSTOMER"
"14353","177","1","90.6","1","1","1","OTHER CUSTOMER"
"14354","-33","2","163.62","5","2","1","OTHER CUSTOMER"
"14355","327","1","174.4","1","1","1","OTHER CUSTOMER"
"14356","22","4","666.94","3","4","3","OTHER CUSTOMER"
"14357","5","1","225.12","3","1","1","OTHER CUSTOMER"
"14359","-19","6","882.58","4","4","3","OTHER CUSTOMER"
"14360","-7","4","2118.03","4","4","5","GOOD CUSTOMER"
"14362","-16","1","151.5","4","1","1","OTHER CUSTOMER"
"14364","70","8","3717.35","2","5","5","OTHER CUSTOMER"
"14367","-30","19","9134.12","5","5","5","GOOD CUSTOMER"
"14368","281","1","155","1","1","1","OTHER CUSTOMER"
"14371","257","1","100.5","1","1","1","OTHER CUSTOMER"
"14373","320","1","76.55","1","1","1","OTHER CUSTOMER"
"14375","147","1","235.56","1","1","2","OTHER CUSTOMER"
"14377","153","2","617.05","1","3","3","OTHER CUSTOMER"
"14379","6","2","348.1","3","2","2","AVERAGE CUSTOMER"
"14381","14","1","202.68","3","1","1","OTHER CUSTOMER"
"14382","-12","1","615.49","4","2","3","OTHER CUSTOMER"
"14383","0","3","1247.69","3","3","4","OTHER CUSTOMER"
"14385","-29","3","202.11","5","3","1","OTHER CUSTOMER"
"14386","258","1","142.4","1","1","1","OTHER CUSTOMER"
"14387","-6","3","1727.6","3","3","4","OTHER CUSTOMER"
"14388","-30","10","3172.04","5","5","5","GOOD CUSTOMER"
"14389","-30","5","999.72","5","4","4","GOOD CUSTOMER"
"14390","-28","13","4582.22","5","5","5","GOOD CUSTOMER"
"14393","180","1","67.95","1","1","1","OTHER CUSTOMER"
"14395","-36","12","3444.11","5","5","5","GOOD CUSTOMER"
"14396","27","2","487.99","3","3","3","AVERAGE CUSTOMER"
"14397","-38","23","2556.68","5","5","5","GOOD CUSTOMER"
"14400","103","2","559.7","2","3","3","AVERAGE CUSTOMER"
"14401","-34","14","4039.98","5","5","5","GOOD CUSTOMER"
"14403","92","5","1426.31","2","4","4","OTHER CUSTOMER"
"14404","-5","7","1409.72","3","5","4","OTHER CUSTOMER"
"14406","81","1","156.75","2","1","1","OTHER CUSTOMER"
"14407","69","9","2111.08","2","5","5","OTHER CUSTOMER"
"14408","-28","7","2599.03","5","5","5","GOOD CUSTOMER"
"14409","33","7","1908.25","2","5","4","OTHER CUSTOMER"
"14410","-23","15","573.45","4","5","3","OTHER CUSTOMER"
"14411","272","1","1063","1","2","4","OTHER CUSTOMER"
"14412","-3","3","761.33","3","3","3","AVERAGE CUSTOMER"
"14413","324","1","121.05","1","1","1","OTHER CUSTOMER"
"14414","53","8","1485.1299999999999","2","5","4","OTHER CUSTOMER"
"14415","-37","18","5766.85","5","5","5","GOOD CUSTOMER"
"14416","-16","2","490.22","4","3","3","OTHER CUSTOMER"
"14418","-35","3","1937.25","5","3","4","OTHER CUSTOMER"
"14419","-28","6","1051.79","5","4","4","GOOD CUSTOMER"
"14420","47","2","385.87","2","2","2","AVERAGE CUSTOMER"
"14421","19","2","813.11","3","3","3","AVERAGE CUSTOMER"
"14422","-38","6","4263.64","5","4","5","GOOD CUSTOMER"
"14423","180","1","265.2","1","1","2","OTHER CUSTOMER"
"14424","-21","1","322.08","4","1","2","OTHER CUSTOMER"
"14426","-20","16","3918.9","4","5","5","GOOD CUSTOMER"
"14427","12","2","363.34000000000003","3","2","2","AVERAGE CUSTOMER"
"14428","-31","7","1209.37","5","5","4","GOOD CUSTOMER"
"14431","260","2","423.26","1","2","2","OTHER CUSTOMER"
"14432","-29","6","2248.5","5","4","5","GOOD CUSTOMER"
"14434","-17","6","1372.8","4","4","4","GOOD CUSTOMER"
"14436","60","1","89.06","2","1","1","OTHER CUSTOMER"
"14437","105","2","-43.400000000000006","2","2","1","OTHER CUSTOMER"
"14438","268","1","131.9","1","1","1","OTHER CUSTOMER"
"14439","281","1","2661.2400000000002","1","2","5","OTHER CUSTOMER"
"14440","-30","5","2357.68","5","4","5","GOOD CUSTOMER"
"14441","-38","10","1545.14","5","5","4","GOOD CUSTOMER"
"14442","-37","5","1544.62","5","4","4","GOOD CUSTOMER"
"14443","15","7","1400.88","3","5","4","OTHER CUSTOMER"
"14446","-38","4","1010.35","5","4","4","GOOD CUSTOMER"
"14447","-20","5","1163.23","4","4","4","GOOD CUSTOMER"
"14448","-29","2","375.34999999999997","5","2","2","OTHER CUSTOMER"
"14449","-20","4","885.8","4","4","3","OTHER CUSTOMER"
"14450","142","3","483.25","1","3","3","OTHER CUSTOMER"
"14451","22","2","643.9","3","3","3","AVERAGE CUSTOMER"
"14452","-28","2","259.05","5","2","2","OTHER CUSTOMER"
"14453","152","1","119.93","1","1","1","OTHER CUSTOMER"
"14456","-33","14","3002.51","5","5","5","GOOD CUSTOMER"
"14457","272","1","113.64","1","1","1","OTHER CUSTOMER"
"14459","117","1","1837.92","2","2","4","OTHER CUSTOMER"
"14460","72","4","383.34","2","4","2","OTHER CUSTOMER"
"14461","110","3","2103.06","2","3","5","OTHER CUSTOMER"
"14462","25","15","1942.45","3","5","4","OTHER CUSTOMER"
"14463","60","3","529.62","2","3","3","AVERAGE CUSTOMER"
"14465","208","3","1038.44","1","3","4","OTHER CUSTOMER"
"14466","-9","7","2272.4","4","5","5","GOOD CUSTOMER"
"14467","-21","4","596.26","4","4","3","OTHER CUSTOMER"
"14470","-27","2","461.19","4","3","2","OTHER CUSTOMER"
"14472","65","8","1852.67","2","5","4","OTHER CUSTOMER"
"14473","36","2","234.34","2","2","2","AVERAGE CUSTOMER"
"14474","5","2","537.71","3","3","3","AVERAGE CUSTOMER"
"14475","33","6","799.82","2","4","3","OTHER CUSTOMER"
"14476","219","1","193","1","1","1","OTHER CUSTOMER"
"14477","-19","5","1307.81","4","4","4","GOOD CUSTOMER"
"14479","215","2","316.25","1","2","2","OTHER CUSTOMER"
"14480","-27","1","279.05","4","1","2","OTHER CUSTOMER"
"14481","126","2","636.51","2","3","3","AVERAGE CUSTOMER"
"14482","-20","6","2022.81","4","4","5","GOOD CUSTOMER"
"14483","111","2","129.2","2","2","1","OTHER CUSTOMER"
"14484","12","1","321.92","3","1","2","OTHER CUSTOMER"
"14485","0","1","162.8","3","1","1","OTHER CUSTOMER"
"14487","-12","7","1152.73","4","5","4","GOOD CUSTOMER"
"14488","13","2","1047.43","3","3","4","OTHER CUSTOMER"
"14489","169","1","463.38","1","2","2","OTHER CUSTOMER"
"14491","137","2","340.93","2","2","2","AVERAGE CUSTOMER"
"14493","-31","7","2362.84","5","5","5","GOOD CUSTOMER"
"14494","-13","1","139.56","4","1","1","OTHER CUSTOMER"
"14495","12","2","123.80000000000001","3","2","1","OTHER CUSTOMER"
"14496","273","2","538.81","1","3","3","OTHER CUSTOMER"
"14497","263","2","457.47","1","2","2","OTHER CUSTOMER"
"14498","4","5","1957.32","3","4","4","OTHER CUSTOMER"
"14499","-12","3","808.44","4","3","3","OTHER CUSTOMER"
